Player,Age_x,2023-24,2024-25,2025-26,2026-27,2027-28,2028-29,Guaranteed,Rk,Age_y,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Santi Aldama,23,$2194200,$3960531,,,,,$6154731,7,23,38,12,24.1,4.0,9.2,0.431,1.7,4.8,0.348,2.3,4.4,0.521,0.521,0.9,1.5,0.625,1.2,4.5,5.7,1.9,0.7,0.7,1.1,1.5,10.5
Xavier Tillman Sr.,25,$1930681,,,,,,$1930681,10,25,34,13,20.6,2.6,6.3,0.408,0.4,1.6,0.226,2.2,4.7,0.469,0.437,0.5,1.3,0.419,1.6,3.0,4.6,1.7,1.2,1.0,0.9,1.8,6.0
Jacob Gilyard,25,,,,,,,,16,25,32,11,16.8,1.4,3.5,0.411,1.3,2.9,0.426,0.2,0.6,0.333,0.589,0.1,0.1,1.0,0.3,0.8,1.1,3.4,0.7,0.1,0.6,0.9,4.2
Vince Williams Jr.,23,,,,,,,,5,23,38,19,25.2,2.8,6.3,0.444,1.5,4.1,0.377,1.3,2.2,0.565,0.565,1.7,2.2,0.786,1.3,4.2,5.5,2.2,0.7,0.7,1.2,2.5,8.8
Scotty Pippen Jr.,23,,,,,,,,11,23,5,2,20.2,2.8,6.2,0.452,1.2,2.4,0.5,1.6,3.8,0.421,0.548,2.0,2.8,0.714,0.8,2.4,3.2,4.0,1.2,0.4,2.2,2.0,8.8
Trey Jemison,24,,,,,,,,19,24,1,0,14.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,5.0
Gregory Jackson II,19,,,,,,,,17,19,17,0,16.3,2.6,6.0,0.431,1.3,3.3,0.393,1.3,2.7,0.478,0.539,1.5,2.1,0.722,0.8,2.1,2.9,0.8,0.4,0.5,0.6,1.1,8.0
Matthew Hurt,23,,,,,,,,20,23,2,0,12.5,1.5,3.5,0.429,1.0,2.0,0.5,0.5,1.5,0.333,0.571,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,5.0
Tosan Evbuomwan,22,,,,,,,,18,22,1,0,16.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.75,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
Bismack Biyombo,31,$5000000,,,,,,$5000000,8,31,30,27,23.9,2.2,4.0,0.563,0.0,0.0,,2.2,4.0,0.563,0.563,0.7,1.5,0.478,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,5.2
Kenneth Lofton Jr.,21,$1719864,,,,,,$1719864,22,21,15,0,6.6,0.9,2.5,0.378,0.2,0.7,0.3,0.7,1.8,0.407,0.419,0.5,1.0,0.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6
